	agt	league	split	playoffs	date	game	patch	side	team	ban1	ban2	ban3	ban4	ban5	gamelength	result	kills	deaths	assists	doublekills	triplekills	quadrakills	pentakills	firstblood	team kpm	firstdragon	dragons	opp_dragons	elementaldrakes	opp_elementaldrakes	infernals	mountains	clouds	oceans	dragons (type unknown)	elders	opp_elders	firstherald	heralds	opp_heralds	firstbaron	barons	opp_barons	firsttower	towers	opp_towers	firstmidtower	firsttothreetowers	inhibitors	opp_inhibitors	damagetochampions	dpm	damageshare	damagetakenperminute	damagemitigatedperminute	wardsplaced	wpm	wardskilled	wcpm	controlwardsbought	visionscore	vspm	totalgold	earnedgold	earned gpm	earnedgoldshare	goldspent	gspd	total cs	minionkills	monsterkills	monsterkillsownjungle	monsterkillsenemyjungle	cspm	goldat10	xpat10	csat10	opp_goldat10	opp_xpat10	opp_csat10	golddiffat10	xpdiffat10	csdiffat10	goldat15	xpat15	csat15	opp_goldat15	opp_xpat15	opp_csat15	golddiffat15	xpdiffat15	csdiffat15
2005	6628-8545	LPL	Summer	0	2020/7/26 10:13	2	10.14	Red	JD Gaming	Zoe	Twisted Fate	Galio	Renekton	Ornn	2435	1	18	18	51	1	0	0	0	1	0.4435	1	2	4	2	4	1	0	0	1	NaN	0	0	0	0	2	0	1	1	0	9	7	0	0	2	0	108358	2670.0123	NaN	2942.3162	3223.2936	124	3.0554	60	1.4784	52	296	7.2936	76726	50511	1244.6242	NaN	71908	-0.033998	NaN	NaN	325	211	46	NaN	15164	19078	356	14946	18369	321	218	709	35	24700	30917	575	25021	30260	534	-321	657	41
2006	6629-8548	LPL	Summer	0	2020/7/26 11:27	1	10.14	Blue	Invictus Gaming	Renekton	Bard	Syndra	Wukong	Zoe	1960	1	23	14	54	4	1	0	0	0	0.7041	1	4	1	4	1	0	2	1	1	NaN	0	0	1	2	0	1	2	0	1	9	2	1	1	2	0	85230	2609.0816	NaN	3219.0918	4407.2143	100	3.0612	37	1.1327	45	234	7.1633	64691	43321	1326.1531	NaN	61150	0.175131	NaN	NaN	262	147	35	NaN	14987	18492	330	15357	17519	293	-370	973	37	23837	27970	492	23833	27994	458	4	-24	34
2007	6629-8548	LPL	Summer	0	2020/7/26 11:27	1	10.14	Red	Top Esports	Kalista	Aphelios	Twisted Fate	Kennen	LeBlanc	1960	0	14	23	33	0	0	0	0	1	0.4286	0	1	4	1	4	0	1	0	0	NaN	0	0	0	0	2	0	0	2	0	2	9	0	0	0	2	79416	2431.102	NaN	3433.5612	3494.7551	87	2.6633	40	1.2245	39	215	6.5816	53472	32102	982.7143	NaN	51303	-0.175131	NaN	NaN	158	114	17	NaN	15357	17519	293	14987	18492	330	370	-973	-37	23833	27994	458	23837	27970	492	-4	24	-34
2008	ESPORTSTMNT01/1435224	LCK	Summer	0	2020/7/26 11:37	2	10.14	Blue	KT Rolster	Senna	Bard	Trundle	Aatrox	Kennen	1974	1	11	3	18	1	0	0	0	0	0.3343	0	2	2	2	2	2	0	0	0	NaN	0	0	1	1	1	1	2	0	1	10	3	1	1	2	0	60602	1842.0061	NaN	2445.2584	2201.0942	116	3.5258	82	2.4924	44	292	8.8754	63686	42173	1281.8541	NaN	58191	0.106157	NaN	959	272	164	27	37.4164	14888	18809	319	15593	18437	345	-705	372	-26	23377	29977	520	24623	30199	562	-1246	-222	-42
2009	ESPORTSTMNT01/1435224	LCK	Summer	0	2020/7/26 11:37	2	10.14	Red	Team Dynamics	Twisted Fate	Volibear	Ezreal	Jayce	Camille	1974	0	3	11	5	0	0	0	0	1	0.0912	1	2	2	2	2	0	0	1	1	NaN	0	0	0	1	1	0	0	2	0	3	10	0	0	0	2	49578	1506.9301	NaN	2795.5319	1642.2188	148	4.4985	54	1.6413	49	281	8.541	54166	32653	992.4924	NaN	52325	-0.106157	NaN	1006	206	149	9	36.8389	15593	18437	345	14888	18809	319	705	-372	26	24623	30199	562	23377	29977	520	1246	222	42
2010	6629-8549	LPL	Summer	0	2020/7/26 12:18	2	10.14	Blue	Invictus Gaming	Renekton	Bard	Syndra	Leona	Wukong	2050	1	16	19	37	3	2	0	0	1	0.4683	0	2	2	2	2	0	1	1	0	NaN	0	0	1	2	0	1	1	1	1	9	7	1	1	1	1	92900	2719.0244	NaN	2778.7024	3059.5317	105	3.0732	44	1.2878	43	243	7.1122	63399	41111	1203.2488	NaN	57095	-0.007068	NaN	NaN	216	146	20	NaN	16178	19018	359	14784	18381	335	1394	637	24	26830	31067	548	23080	29344	527	3750	1723	21
2011	6629-8549	LPL	Summer	0	2020/7/26 12:18	2	10.14	Red	Top Esports	Kalista	Aphelios	Twisted Fate	LeBlanc	Kennen	2050	0	18	16	41	2	0	0	0	0	0.5268	1	2	2	2	2	0	0	1	1	NaN	0	0	0	0	2	0	1	1	0	7	9	0	0	1	1	71505	2092.8293	NaN	3512.7805	3289.0537	122	3.5707	43	1.2585	44	245	7.1707	61865	39577	1158.3512	NaN	57500	0.007068	NaN	NaN	202	132	13	NaN	14784	18381	335	16178	19018	359	-1394	-637	-24	23080	29344	527	26830	31067	548	-3750	-1723	-21
2012	ESPORTSTMNT01/1435244	LCK	Summer	0	2020/7/26 12:35	3	10.14	Blue	Team Dynamics	Twisted Fate	Ezreal	Karma	Leona	Sett	2088	0	7	11	12	2	0	0	0	0	0.2011	0	3	3	3	3	2	0	1	0	NaN	0	0	0	0	2	1	1	0	0	2	7	0	0	0	1	64829	1862.9023	NaN	2478.592	1555.7759	109	3.1322	81	2.3276	46	233	6.6954	57751	35075	1007.9023	NaN	53775	-0.046322	NaN	941	219	170	8	33.3333	15477	18927	328	16049	20024	345	-572	-1097	-17	23618	30764	539	24772	30930	551	-1154	-166	-12
2013	ESPORTSTMNT01/1435244	LCK	Summer	0	2020/7/26 12:35	3	10.14	Red	KT Rolster	Bard	Volibear	Trundle	Aatrox	Sylas	2088	1	11	7	24	2	1	0	0	1	0.3161	1	3	3	3	3	2	1	0	0	NaN	0	0	1	2	0	0	0	1	1	7	2	1	1	1	0	56864	1634.023	NaN	2653.0747	1922.4138	153	4.3966	69	1.9828	49	331	9.5115	61841	39165	1125.431	NaN	56325	0.046322	NaN	990	227	149	8	34.9713	16049	20024	345	15477	18927	328	572	1097	17	24772	30930	551	23618	30764	539	1154	166	12
2014	6630-8559	LPL	Summer	0	2020/7/27 9:18	1	10.14	Blue	Oh My God	Graves	Syndra	Zoe	Kayle	Leona	1903	1	11	10	29	2	1	0	0	1	0.3468	0	2	2	2	2	1	1	0	0	NaN	0	0	0	1	1	1	1	0	0	9	4	1	1	2	0	55207	1740.6306	NaN	2770.8145	2812.2123	89	2.8061	42	1.3242	35	207	6.5265	56993	36204	1141.4819	NaN	49300	-0.016755	NaN	NaN	223	147	17	NaN	15037	18620	340	15333	18691	339	-296	-71	1	24422	31075	537	26111	30771	542	-1689	304	-5
2015	6630-8559	LPL	Summer	0	2020/7/27 9:18	1	10.14	Red	Suning	Aphelios	Renekton	Bard	Karma	Ornn	1903	0	10	11	23	1	0	0	0	0	0.3153	1	2	2	2	2	1	0	1	0	NaN	0	0	1	1	1	0	0	1	1	4	9	0	0	0	2	55920	1763.1109	NaN	2656.8366	2732.7903	91	2.8692	42	1.3242	35	230	7.2517	53462	32673	1030.1524	NaN	50133	0.016755	NaN	NaN	206	147	15	NaN	15333	18691	339	15037	18620	340	296	71	-1	26111	30771	542	24422	31075	537	1689	-304	5
2016	6630-8562	LPL	Summer	0	2020/7/27 10:09	2	10.14	Blue	Oh My God	Graves	Syndra	Zoe	Azir	Orianna	1885	0	13	17	33	0	0	0	0	0	0.4138	1	1	4	1	4	0	0	0	1	NaN	0	0	0	0	2	0	0	2	0	6	7	0	0	1	2	64894	2065.5915	NaN	2554.0584	2262.7162	125	3.9788	48	1.5279	39	252	8.0212	55467	34862	1109.6658	NaN	53483	-0.014755	NaN	NaN	183	136	14	NaN	15803	17341	304	17949	18567	303	-2146	-1226	1	25025	29196	509	28157	29185	490	-3132	11	19
2017	6630-8562	LPL	Summer	0	2020/7/27 10:09	2	10.14	Red	Suning	Aphelios	Volibear	Renekton	LeBlanc	Mordekaiser	1885	1	17	13	34	4	1	0	0	1	0.5411	0	4	1	4	1	0	1	3	0	NaN	0	0	1	2	0	1	2	0	1	7	6	1	1	2	1	53294	1696.3607	NaN	3179.809	3519.7241	105	3.3422	54	1.7188	45	242	7.7029	61814	41209	1311.6923	NaN	54278	0.014755	NaN	NaN	211	104	33	NaN	17949	18567	303	15803	17341	304	2146	1226	-1	28157	29185	490	25025	29196	509	3132	-11	-19
2018	6630-8565	LPL	Summer	0	2020/7/27 10:59	3	10.14	Blue	Oh My God	Graves	Syndra	Zoe	Trundle	Nautilus	1972	0	9	11	22	0	0	0	0	1	0.2738	1	4	1	4	0	1	1	0	2	NaN	0	1	1	1	1	0	0	1	0	3	7	1	0	0	1	51331	1561.7951	NaN	3159.7972	2768.1846	157	4.7769	56	1.7039	46	290	8.8235	52704	31212	949.6552	NaN	50810	-0.052846	NaN	NaN	224	164	0	NaN	14766	18098	313	15205	18279	340	-439	-181	-27	22957	28377	500	23893	29897	556	-936	-1520	-56
2019	6630-8565	LPL	Summer	0	2020/7/27 10:59	3	10.14	Red	Suning	Aphelios	Volibear	Renekton	LeBlanc	Azir	1972	1	11	9	24	0	0	0	0	0	0.3347	0	1	4	0	4	0	0	0	0	NaN	1	0	0	1	1	1	1	0	1	7	3	0	1	1	0	72545	2207.2515	NaN	2400.4564	2438.0325	118	3.5903	60	1.8256	47	238	7.2414	57055	35563	1082.0385	NaN	53568	0.052846	NaN	NaN	196	138	10	NaN	15205	18279	340	14766	18098	313	439	181	27	23893	29897	556	22957	28377	500	936	1520	56
2020	6631-8567	LPL	Summer	0	2020/7/27 12:05	1	10.14	Blue	Dominus Esports	LeBlanc	Sett	Nidalee	Akali	Galio	1377	0	2	20	4	0	0	0	0	0	0.0871	1	1	2	1	2	0	1	0	0	NaN	0	0	0	0	2	NaN	0	0	0	0	7	0	0	0	1	32022	1395.2941	NaN	2894.2048	1948.4967	64	2.7887	30	1.3072	35	144	6.2745	32557	17134	746.5795	NaN	31835	-0.201031	NaN	NaN	106	82	5	NaN	14041	15892	285	16097	18432	318	-2056	-2540	-33	22233	26170	486	26459	30209	537	-4226	-4039	-51
2021	6631-8567	LPL	Summer	0	2020/7/27 12:05	1	10.14	Red	Vici Gaming	Lee Sin	Aphelios	Cassiopeia	Bard	Braum	1377	1	20	2	44	4	1	0	0	1	0.8715	0	2	1	2	1	1	0	0	1	NaN	0	0	1	2	0	NaN	0	0	1	7	0	1	1	1	0	48149	2097.9956	NaN	2310.8497	2478.8671	59	2.5708	26	1.1329	28	131	5.7081	44945	29522	1286.3617	NaN	38950	0.201031	NaN	NaN	162	97	23	NaN	16097	18432	318	14041	15892	285	2056	2540	33	26459	30209	537	22233	26170	486	4226	4039	51
2022	6631-8570	LPL	Summer	0	2020/7/27 12:48	2	10.14	Blue	Vici Gaming	Cassiopeia	Lee Sin	Nidalee	Bard	Graves	1718	1	22	11	42	2	0	0	0	1	0.7683	0	1	3	1	3	1	0	0	0	NaN	0	0	1	2	0	1	1	0	1	8	1	1	1	1	0	61484	2147.2875	NaN	3145.3201	3076.4494	103	3.5972	49	1.7113	41	228	7.9627	57819	38917	1359.1502	NaN	52955	0.159555	NaN	NaN	203	101	38	NaN	17977	19574	335	14603	17864	302	3374	1710	33	29393	32940	561	23695	28851	495	5698	4089	66
2023	6631-8570	LPL	Summer	0	2020/7/27 12:48	2	10.14	Red	Dominus Esports	LeBlanc	Taric	Aphelios	Akali	Ekko	1718	0	11	22	23	1	0	0	0	0	0.3842	1	3	1	3	1	0	0	2	1	NaN	0	0	0	0	2	0	0	1	0	1	8	0	0	0	1	65734	2295.7159	NaN	2927.6717	2235.6461	107	3.7369	51	1.7811	36	199	6.9499	46350	27448	958.603	NaN	45130	-0.159555	NaN	NaN	137	109	4	NaN	14603	17864	302	17977	19574	335	-3374	-1710	-33	23695	28851	495	29393	32940	561	-5698	-4089	-66
2024	6632-8572	LPL	Summer	0	2020/7/28 9:23	1	10.14	Blue	Bilibili Gaming	Thresh	Galio	Nidalee	Renekton	Kennen	1807	1	13	7	32	1	0	0	0	1	0.4317	0	4	1	4	1	3	0	1	0	NaN	0	0	0	1	1	NaN	0	0	1	8	2	1	1	1	0	56150	1864.4162	NaN	2185.1688	2028.6774	107	3.5529	46	1.5274	34	252	8.3675	56892	37083	1231.3116	NaN	50575	0.108873	NaN	NaN	245	149	21	NaN	15218	18661	335	14072	17283	300	1146	1378	35	24503	30258	534	24620	28894	487	-117	1364	47
2025	6632-8572	LPL	Summer	0	2020/7/28 9:23	1	10.14	Red	Rogue Warriors	Zoe	Syndra	Graves	Camille	Olaf	1807	0	7	13	22	0	0	0	0	0	0.2324	1	1	4	1	4	0	1	0	0	NaN	0	0	1	1	1	NaN	0	0	0	2	8	0	0	0	1	34218	1136.1815	NaN	2695.1854	2733.7687	91	3.0216	44	1.461	33	189	6.2756	48005	28196	936.2258	NaN	45353	-0.108873	NaN	NaN	170	136	4	NaN	14072	17283	300	15218	18661	335	-1146	-1378	-35	24620	28894	487	24503	30258	534	117	-1364	-47
2026	6632-8573	LPL	Summer	0	2020/7/28 10:14	2	10.14	Blue	Rogue Warriors	Volibear	Twisted Fate	Aphelios	Kayle	Trundle	1732	0	5	17	12	0	0	0	0	0	0.1732	1	4	0	4	0	1	0	1	2	NaN	0	0	1	2	0	0	0	1	0	2	7	0	0	0	1	50200	1739.03	NaN	3157.3441	2665.9122	70	2.4249	37	1.2818	24	154	5.3349	42250	23206	803.903	NaN	40670	-0.195752	NaN	NaN	188	138	7	NaN	14028	16804	288	15815	18715	315	-1787	-1911	-27	22366	27680	470	24273	29942	513	-1907	-2262	-43
2027	6632-8573	LPL	Summer	0	2020/7/28 10:14	2	10.14	Red	Bilibili Gaming	Thresh	Nidalee	Galio	Kalista	Ashe	1732	1	17	5	47	2	1	1	1	1	0.5889	0	0	4	0	4	0	0	0	0	NaN	0	0	0	0	2	1	1	0	1	7	2	1	1	1	0	72528	2512.5173	NaN	2887.067	2186.709	99	3.4296	31	1.0739	29	208	7.2055	54500	35456	1228.2679	NaN	49495	0.195752	NaN	NaN	206	141	11	NaN	15815	18715	315	14028	16804	288	1787	1911	27	24273	29942	513	22366	27680	470	1907	2262	43
2028	6633-8574	LPL	Summer	0	2020/7/28 11:14	1	10.14	Blue	EDward Gaming	Galio	Aphelios	Sett	Rek'Sai	Ornn	1637	1	13	5	33	1	0	0	0	1	0.4765	1	4	0	4	0	1	0	2	1	NaN	0	0	0	1	1	1	1	0	1	11	2	1	1	2	0	44056	1614.7587	NaN	2387.7581	2587.807	104	3.8119	40	1.4661	39	210	7.697	54105	36030	1320.5864	NaN	48175	0.11236	NaN	NaN	188	113	14	NaN	17499	19245	321	15152	17386	306	2347	1859	15	27611	31242	538	23336	27791	495	4275	3451	43
2029	6633-8574	LPL	Summer	0	2020/7/28 11:14	1	10.14	Red	LNG Esports	Syndra	Twisted Fate	Volibear	Nautilus	Thresh	1637	0	5	13	15	0	0	0	0	0	0.1833	0	0	4	0	4	0	0	0	0	NaN	0	0	1	1	1	0	0	1	0	2	11	0	0	0	2	41255	1512.0953	NaN	2503.9829	1849.774	88	3.2254	43	1.5761	23	181	6.6341	43920	25845	947.2816	NaN	43050	-0.11236	NaN	NaN	188	141	14	NaN	15152	17386	306	17499	19245	321	-2347	-1859	-15	23336	27791	495	27611	31242	538	-4275	-3451	-43
2030	6633-8575	LPL	Summer	0	2020/7/28 12:02	2	10.14	Blue	LNG Esports	Lee Sin	Twisted Fate	Galio	Renekton	Zoe	2121	0	11	22	30	2	0	0	0	0	0.3112	0	2	4	2	4	1	1	0	0	NaN	0	0	0	0	2	1	1	0	1	1	8	0	0	0	1	61296	1733.9745	NaN	2483.0552	2530.1273	105	2.9703	46	1.3013	36	219	6.1952	59964	36952	1045.3182	NaN	58285	-0.021773	NaN	NaN	230	170	4	NaN	14934	18152	347	15586	19158	327	-652	-1006	20	24630	29465	550	25298	29505	511	-668	-40	39
2031	6633-8575	LPL	Summer	0	2020/7/28 12:02	2	10.14	Red	EDward Gaming	Aphelios	Volibear	Ezreal	Rek'Sai	Olaf	2121	1	22	11	49	3	1	0	0	1	0.6223	1	4	2	4	2	0	3	0	1	NaN	0	0	1	2	0	0	0	1	0	8	1	1	1	1	0	66278	1874.9081	NaN	2786.761	2788.1471	102	2.8854	64	1.8105	49	292	8.2603	66359	43347	1226.2235	NaN	59568	0.021773	NaN	NaN	243	150	21	NaN	15586	19158	327	14934	18152	347	652	1006	-20	25298	29505	511	24630	29465	550	668	40	-39
2032	6634-8583	LPL	Summer	0	2020/7/29 9:18	1	10.14	Blue	JD Gaming	Sett	Galio	Thresh	Lissandra	Jayce	1822	1	10	7	24	2	0	0	0	0	0.3293	1	1	3	1	3	0	0	1	0	NaN	0	0	0	1	1	1	1	0	0	8	6	0	0	1	0	34809	1146.2898	NaN	1985.2689	2035.258	109	3.5895	37	1.2184	36	213	7.0143	56481	36519	1202.6015	NaN	49175	-0.036103	NaN	NaN	215	130	35	NaN	16401	18924	322	16825	19418	340	-424	-494	-18	24463	29717	515	26117	30883	546	-1654	-1166	-31
2033	6634-8583	LPL	Summer	0	2020/7/29 9:18	1	10.14	Red	eStar	Nidalee	Volibear	Twisted Fate	Renekton	Ornn	1822	0	7	10	13	0	0	0	0	1	0.2305	0	3	1	3	1	0	1	0	2	NaN	0	0	1	1	1	0	0	1	1	6	8	1	1	0	1	35450	1167.3985	NaN	1751.5917	2187.3985	96	3.1614	44	1.449	44	199	6.5532	52048	32086	1056.6191	NaN	50983	0.036103	NaN	NaN	217	119	37	NaN	16825	19418	340	16401	18924	322	424	494	18	26117	30883	546	24463	29717	515	1654	1166	31
2034	6634-8584	LPL	Summer	0	2020/7/29 10:08	2	10.14	Blue	JD Gaming	Sett	Galio	Karma	Lissandra	Kayle	1866	1	14	9	36	1	1	0	0	0	0.4502	1	3	1	3	1	0	0	2	1	NaN	0	0	0	1	1	1	2	0	1	10	1	1	1	2	0	54917	1765.8199	NaN	2504.9518	2083.6013	107	3.4405	55	1.7685	38	234	7.5241	61185	40774	1311.0611	NaN	55743	0.122169	NaN	NaN	253	148	37	NaN	15213	18214	334	15099	17681	299	114	533	35	25734	29128	523	23417	28857	489	2317	271	34
2035	6634-8584	LPL	Summer	0	2020/7/29 10:08	2	10.14	Red	eStar	Nidalee	Volibear	Twisted Fate	Renekton	LeBlanc	1866	0	9	14	22	1	0	0	0	1	0.2894	0	1	3	1	3	0	1	0	0	NaN	0	0	1	1	1	0	0	2	0	1	10	0	0	0	2	51921	1669.4855	NaN	2400	2258.0707	121	3.8907	49	1.5756	41	239	7.6849	49690	29279	941.4469	NaN	49325	-0.122169	NaN	NaN	172	123	11	NaN	15099	17681	299	15213	18214	334	-114	-533	-35	23417	28857	489	25734	29128	523	-2317	-271	-34
2036	6635-8588	LPL	Summer	0	2020/7/29 11:13	1	10.14	Blue	FunPlus Phoenix	Nidalee	Bard	Graves	Ornn	Kindred	2069	1	20	11	49	3	0	0	0	1	0.58	1	1	4	1	4	1	0	0	0	NaN	0	0	1	2	0	0	0	1	0	7	4	1	1	1	0	82977	2406.2929	NaN	2451.5611	3410.1402	130	3.7699	43	1.247	51	263	7.6269	62680	40198	1165.7226	NaN	54363	-0.075442	NaN	NaN	208	146	12	NaN	16423	19601	350	16236	18422	331	187	1179	19	25259	30451	548	25070	30304	537	189	147	11
2037	6635-8588	LPL	Summer	0	2020/7/29 11:13	1	10.14	Red	LGD Gaming	Karma	Aphelios	Senna	Gangplank	Camille	2069	0	11	20	25	0	0	0	0	0	0.319	0	4	1	4	1	0	1	0	3	NaN	0	0	0	0	2	1	1	0	1	4	7	0	0	0	1	56574	1640.6187	NaN	3325.1716	3448.6225	101	2.929	60	1.74	42	278	8.0619	59377	36895	1069.9372	NaN	58625	0.075442	NaN	NaN	241	167	9	NaN	16236	18422	331	16423	19601	350	-187	-1179	-19	25070	30304	537	25259	30451	548	-189	-147	-11
2038	6635-8591	LPL	Summer	0	2020/7/29 12:08	2	10.14	Blue	FunPlus Phoenix	Nidalee	Bard	Graves	Kindred	Camille	2037	0	14	15	32	2	0	0	0	1	0.4124	1	4	1	4	0	1	1	0	2	NaN	0	1	0	1	1	0	0	1	0	3	8	1	1	0	1	62652	1845.4197	NaN	2654.6981	2680.2946	120	3.5346	44	1.296	49	233	6.863	59994	37839	1114.5508	NaN	54883	-0.1455	NaN	NaN	218	162	3	NaN	16251	19098	332	16556	18612	341	-305	486	-9	25341	29273	517	25969	29933	546	-628	-660	-29
2039	6635-8591	LPL	Summer	0	2020/7/29 12:08	2	10.14	Red	LGD Gaming	Karma	Aphelios	Galio	Leona	Braum	2037	1	15	14	30	2	0	0	0	0	0.4418	0	1	4	0	4	0	0	0	0	NaN	1	0	1	1	1	1	1	0	1	8	3	0	0	1	0	63710	1876.5832	NaN	2786.6274	2569.8085	106	3.1222	62	1.8262	43	274	8.0707	65531	43376	1277.6436	NaN	63495	0.1455	NaN	NaN	229	166	6	NaN	16556	18612	341	16251	19098	332	305	-486	9	25969	29933	546	25341	29273	517	628	660	29
2040	6635-8592	LPL	Summer	0	2020/7/29 12:59	3	10.14	Blue	FunPlus Phoenix	Nidalee	Graves	Volibear	Ornn	Rek'Sai	1809	1	14	8	37	3	0	0	0	0	0.4643	1	2	3	2	3	1	1	0	0	NaN	0	0	0	1	1	1	1	0	1	9	3	1	1	1	0	63942	2120.796	NaN	2248.0597	2624.942	98	3.2504	53	1.7579	43	191	6.335	56711	36881	1223.2504	NaN	52825	0.116492	NaN	NaN	180	129	8	NaN	16996	17962	312	15749	17941	323	1247	21	-11	26446	28847	509	23892	27586	496	2554	1261	13
2041	6635-8592	LPL	Summer	0	2020/7/29 12:59	3	10.14	Red	LGD Gaming	Karma	Aphelios	Galio	Camille	Gangplank	1809	0	8	14	22	0	0	0	0	1	0.2653	0	3	2	3	2	2	0	0	1	NaN	0	0	1	1	1	0	0	1	0	3	9	0	0	0	1	43171	1431.874	NaN	3140.0332	2352.6368	117	3.8806	51	1.6915	35	287	9.5191	48825	28995	961.6915	NaN	47010	-0.116492	NaN	NaN	225	156	12	NaN	15749	17941	323	16996	17962	312	-1247	-21	11	23892	27586	496	26446	28847	509	-2554	-1261	-13
2042	ESPORTSTMNT01/1425732	LCK	Summer	0	2020/7/30 7:02	1	10.14	Blue	Afreeca Freecs	Galio	Sylas	Ezreal	Wukong	Bard	1591	1	17	5	39	3	0	0	0	1	0.6411	0	2	1	2	1	0	1	0	1	NaN	0	0	1	2	0	1	1	0	1	8	1	1	1	1	0	50222	1893.9786	NaN	2133.4507	2540.4023	79	2.9793	41	1.5462	34	205	7.731	52974	35368	1333.8026	NaN	47300	0.187916	NaN	716	194	103	36	34.318	17343	19903	348	14847	17941	312	2496	1962	36	26644	29249	507	25058	29518	499	1586	-269	8
2043	ESPORTSTMNT01/1425732	LCK	Summer	0	2020/7/30 7:02	1	10.14	Red	Hanwha Life Esports	Kalista	Karthus	Sett	Nidalee	Zoe	1591	0	5	17	11	0	0	0	0	0	0.1886	1	1	2	1	2	0	0	1	0	NaN	0	0	0	0	2	0	0	1	0	1	8	0	0	0	1	33511	1263.7712	NaN	2436.7693	2130.5845	84	3.1678	27	1.0182	41	163	6.1471	40209	22603	852.4073	NaN	39175	-0.187916	NaN	651	153	121	0	30.3206	14847	17941	312	17343	19903	348	-2496	-1962	-36	25058	29518	499	26644	29249	507	-1586	269	-8
2044	ESPORTSTMNT01/1425770	LCK	Summer	0	2020/7/30 8:34	2	10.14	Blue	Hanwha Life Esports	Karthus	Karma	Aphelios	Poppy	Quinn	1476	0	4	16	8	0	0	0	0	0	0.1626	0	0	3	0	3	0	0	0	0	NaN	0	0	1	1	0	0	0	1	0	1	7	0	0	0	1	33858	1376.3415	NaN	2738.5366	1793.252	84	3.4146	38	1.5447	39	186	7.561	37302	20869	848.3333	NaN	37060	-0.098439	NaN	636	162	130	4	32.439	15184	18207	326	15015	18480	322	169	-273	4	23434	29686	525	24689	30482	512	-1255	-796	13
2045	ESPORTSTMNT01/1425770	LCK	Summer	0	2020/7/30 8:34	2	10.14	Red	Afreeca Freecs	Volibear	Galio	Bard	Taric	Wukong	1476	1	16	4	39	3	1	0	0	1	0.6504	1	3	0	3	0	1	0	1	1	NaN	0	0	0	0	1	1	1	0	1	7	1	1	1	1	0	47762	1941.5447	NaN	2324.187	1877.3171	80	3.252	37	1.5041	35	162	6.5854	46323	29890	1215.0407	NaN	40897	0.098439	NaN	645	134	92	0	31.6667	15015	18480	322	15184	18207	326	-169	273	-4	24689	30482	512	23434	29686	525	1255	796	-13
2046	6636-8599	LPL	Summer	0	2020/7/30 9:19	1	10.15	Blue	Suning	Ezreal	Nidalee	Karma	Ornn	Nautilus	2574	0	10	9	24	2	0	0	0	0	0.2331	1	4	3	4	2	3	1	0	0	NaN	0	1	0	1	1	1	1	1	1	7	7	1	1	1	1	88528	2063.5897	NaN	3624.7786	3551.8415	191	4.4522	60	1.3986	65	368	8.5781	70341	42708	995.5245	NaN	65485	-0.021003	NaN	NaN	284	152	58	NaN	15144	18821	357	14630	17711	322	514	1110	35	24549	30196	578	23308	28693	530	1241	1503	48
2047	6636-8599	LPL	Summer	0	2020/7/30 9:19	1	10.15	Red	Top Esports	Zoe	Twisted Fate	Graves	Bard	Jhin	2574	1	9	10	24	1	1	0	0	1	0.2098	0	3	4	2	4	1	0	1	0	NaN	1	0	1	1	1	0	1	1	0	7	7	0	0	1	1	106341	2478.8112	NaN	2834.8718	2992.8671	137	3.1935	103	2.4009	51	341	7.9487	73330	45697	1065.1981	NaN	66875	0.021003	NaN	NaN	248	165	18	NaN	14630	17711	322	15144	18821	357	-514	-1110	-35	23308	28693	530	24549	30196	578	-1241	-1503	-48
2048	ESPORTSTMNT01/1425772	LCK	Summer	0	2020/7/30 9:25	1	10.14	Blue	DAMWON Gaming	Karma	Azir	Ezreal	Galio	Sejuani	1778	1	28	3	60	2	1	0	0	0	0.9449	1	4	0	4	0	1	1	2	0	NaN	0	0	1	2	0	1	1	0	1	8	1	1	1	1	0	78124	2636.3555	NaN	2720.6524	2329.9775	93	3.1384	46	1.5523	43	221	7.4578	58762	39248	1324.4544	NaN	54345	0.242464	NaN	774	198	116	26	32.8009	16193	18764	313	15075	17997	290	1118	767	23	26649	31822	510	23329	29048	469	3320	2774	41
2049	ESPORTSTMNT01/1425772	LCK	Summer	0	2020/7/30 9:25	1	10.14	Red	DRX	Volibear	Twisted Fate	Kalista	LeBlanc	Nidalee	1778	0	3	28	3	0	0	0	0	1	0.1012	0	0	4	0	4	0	0	0	0	NaN	0	0	0	0	2	0	0	1	0	1	8	0	0	0	1	51776	1747.2216	NaN	3582.5197	1967.4803	94	3.1721	38	1.2823	44	200	6.7492	43316	23802	803.2171	NaN	42593	-0.242464	NaN	735	160	116	1	30.2025	15075	17997	290	16193	18764	313	-1118	-767	-23	23329	29048	469	26649	31822	510	-3320	-2774	-41
2050	6636-8601	LPL	Summer	0	2020/7/30 10:23	2	10.15	Blue	Suning	Ezreal	Nidalee	Karma	Graves	Lee Sin	1776	0	9	21	17	1	0	0	0	1	0.3041	0	0	4	0	4	0	0	0	0	NaN	0	0	1	2	0	0	0	1	1	4	11	0	1	0	3	53299	1800.6419	NaN	2892.8041	3220.1351	104	3.5135	37	1.25	38	204	6.8919	49319	29826	1007.6351	NaN	48033	-0.107223	NaN	NaN	171	101	20	NaN	17420	19152	315	14945	17512	311	2475	1640	4	27677	28664	478	24794	29124	501	2883	-460	-23
