	agt	league	split	playoffs	date	game	patch	side	team	ban1	ban2	ban3	ban4	ban5	gamelength	result	kills	deaths	assists	doublekills	triplekills	quadrakills	pentakills	firstblood	team kpm	firstdragon	dragons	opp_dragons	elementaldrakes	opp_elementaldrakes	infernals	mountains	clouds	oceans	dragons (type unknown)	elders	opp_elders	firstherald	heralds	opp_heralds	firstbaron	barons	opp_barons	firsttower	towers	opp_towers	firstmidtower	firsttothreetowers	inhibitors	opp_inhibitors	damagetochampions	dpm	damageshare	damagetakenperminute	damagemitigatedperminute	wardsplaced	wpm	wardskilled	wcpm	controlwardsbought	visionscore	vspm	totalgold	earnedgold	earned gpm	earnedgoldshare	goldspent	gspd	total cs	minionkills	monsterkills	monsterkillsownjungle	monsterkillsenemyjungle	cspm	goldat10	xpat10	csat10	opp_goldat10	opp_xpat10	opp_csat10	golddiffat10	xpdiffat10	csdiffat10	goldat15	xpat15	csat15	opp_goldat15	opp_xpat15	opp_csat15	golddiffat15	xpdiffat15	csdiffat15
1960	6624-8511	LPL	Summer	0	2020/7/24 10:08	2	10.14	Blue	Suning	Nidalee	Renekton	Twisted Fate	Ornn	Bard	1923	1	13	12	32	0	0	0	0	0	0.4056	0	3	2	3	2	0	1	2	0	NaN	0	0	1	1	1	1	1	0	0	7	3	0	0	1	0	63465	1980.1872	NaN	2519.0328	3058.1279	114	3.5569	41	1.2793	41	219	6.8331	56643	35650	1112.3245	NaN	50220	-0.036613	NaN	NaN	229	159	17	NaN	14442	16798	311	15842	18016	316	-1400	-1218	-5	22977	27992	497	26296	29606	514	-3319	-1614	-17
1961	6624-8511	LPL	Summer	0	2020/7/24 10:08	2	10.14	Red	Victory Five	Senna	Aphelios	Syndra	Tahm Kench	Jax	1923	0	12	13	27	1	0	0	0	1	0.3744	1	2	3	2	3	1	0	1	0	NaN	0	0	0	1	1	0	0	1	1	3	7	1	1	0	1	50790	1584.7114	NaN	2638.2839	2665.3354	93	2.9017	51	1.5913	44	251	7.8315	54145	33152	1034.3838	NaN	52093	0.036613	NaN	NaN	244	178	9	NaN	15842	18016	316	14442	16798	311	1400	1218	5	26296	29606	514	22977	27992	497	3319	1614	17
1962	6624-8512	LPL	Summer	0	2020/7/24 10:58	3	10.14	Blue	Victory Five	Senna	Syndra	Tahm Kench	Mordekaiser	Jax	1474	0	7	17	20	0	0	0	0	0	0.2849	0	0	3	0	3	0	0	0	0	NaN	0	0	0	0	2	0	0	1	0	1	9	0	0	0	1	30808	1254.057	NaN	2809.4573	1786.8521	88	3.5821	31	1.2619	28	170	6.9199	38786	22373	910.7056	NaN	35433	-0.246455	NaN	NaN	127	94	9	NaN	14629	16466	290	17918	19710	357	-3289	-3244	-67	22729	27428	477	29068	32242	578	-6339	-4814	-101
1963	6624-8512	LPL	Summer	0	2020/7/24 10:58	3	10.14	Red	Suning	Nidalee	Aphelios	Renekton	Lee Sin	Trundle	1474	1	17	7	45	2	1	0	0	1	0.692	1	3	0	3	0	1	0	1	1	NaN	0	0	1	2	0	1	1	0	1	9	1	1	1	1	0	52167	2123.4871	NaN	2236.4858	1890.9769	72	2.9308	46	1.8725	30	187	7.6119	50872	34459	1402.673	NaN	45393	0.246455	NaN	NaN	208	115	34	NaN	17918	19710	357	14629	16466	290	3289	3244	67	29068	32242	578	22729	27428	477	6339	4814	101
1964	ESPORTSTMNT01/1424337	LCK	Summer	0	2020/7/24 11:36	2	10.14	Blue	Afreeca Freecs	Twisted Fate	Aphelios	Sett	Wukong	Bard	1014	1	16	2	27	1	0	0	0	1	0.9467	1	2	0	2	0	0	0	1	1	NaN	0	0	1	2	0	0	0	0	1	8	0	1	1	1	0	38396	2271.9527	NaN	2324.5562	1391.0651	48	2.8402	12	0.7101	20	95	5.6213	36703	24982	1478.2249	NaN	31160	0.409201	NaN	431	125	63	27	32.8994	19425	20328	331	14485	16978	281	4940	3350	50	32278	30933	510	20614	24152	403	11664	6781	107
1965	ESPORTSTMNT01/1424337	LCK	Summer	0	2020/7/24 11:36	2	10.14	Red	SeolHaeOne Prince	Poppy	Volibear	Karma	Syndra	Zoe	1014	0	2	16	3	0	0	0	0	0	0.1183	0	0	2	0	2	0	0	0	0	NaN	0	0	0	0	2	0	0	0	0	0	8	0	0	0	1	19835	1173.6686	NaN	2797.574	1594.8521	34	2.0118	9	0.5325	13	59	3.4911	23386	11665	690.2367	NaN	20575	-0.409201	NaN	389	70	52	4	27.1598	14485	16978	281	19425	20328	331	-4940	-3350	-50	20614	24152	403	32278	30933	510	-11664	-6781	-107
1966	6625-8513	LPL	Summer	0	2020/7/24 11:55	1	10.14	Blue	Royal Never Give Up	LeBlanc	Graves	Bard	Renekton	Ornn	1723	0	1	15	1	0	0	0	0	1	0.0348	1	1	3	1	3	0	0	0	1	NaN	0	0	1	2	0	0	0	1	1	3	11	1	1	0	3	32753	1140.5572	NaN	2603.7145	2024.5734	90	3.1341	28	0.975	46	179	6.2333	42675	23722	826.0708	NaN	41603	-0.195313	NaN	NaN	145	94	5	NaN	15158	17500	319	15652	18526	331	-494	-1026	-12	24250	27962	525	24989	30174	538	-739	-2212	-13
1967	6625-8513	LPL	Summer	0	2020/7/24 11:55	1	10.14	Red	LGD Gaming	Aphelios	Kalista	Senna	Lee Sin	Nautilus	1723	1	15	1	38	1	0	0	0	0	0.5223	0	3	1	3	1	1	2	0	0	NaN	0	0	0	0	2	1	1	0	0	11	3	0	0	3	0	56640	1972.3738	NaN	2361.3465	1850.7371	73	2.5421	59	2.0546	27	237	8.253	57238	38285	1333.1979	NaN	50608	0.195313	NaN	NaN	251	148	50	NaN	15652	18526	331	15158	17500	319	494	1026	12	24989	30174	538	24250	27962	525	739	2212	13
1968	6625-8518	LPL	Summer	0	2020/7/24 12:45	2	10.14	Blue	LGD Gaming	Karma	Ashe	Syndra	Nautilus	Zoe	1672	0	10	21	27	1	1	0	0	0	0.3589	0	0	4	0	4	0	0	0	0	NaN	0	0	1	1	1	0	0	1	1	3	9	0	0	0	1	54136	1942.6794	NaN	4033.9593	2546.7344	94	3.3732	41	1.4713	25	226	8.11	46562	28130	1009.4498	NaN	42880	-0.180835	NaN	NaN	161	118	20	NaN	14983	18724	320	15874	18681	334	-891	43	-14	24152	28748	478	27822	32329	535	-3670	-3581	-57
1969	6625-8518	LPL	Summer	0	2020/7/24 12:45	2	10.14	Red	Royal Never Give Up	Twisted Fate	Graves	Aphelios	LeBlanc	Leona	1672	1	21	10	52	1	0	0	0	1	0.7536	1	4	0	4	0	1	1	2	0	NaN	0	0	0	1	1	1	1	0	0	9	3	1	1	1	0	79027	2835.8971	NaN	2713.3852	2872.8589	92	3.3014	43	1.5431	37	193	6.9258	55343	36911	1324.5574	NaN	51405	0.180835	NaN	NaN	182	109	13	NaN	15874	18681	334	14983	18724	320	891	-43	14	27822	32329	535	24152	28748	478	3670	3581	57
1970	6625-8519	LPL	Summer	0	2020/7/24 13:31	3	10.14	Blue	Royal Never Give Up	Graves	LeBlanc	Nidalee	Syndra	Sylas	2345	0	5	14	7	0	0	0	0	1	0.1279	0	1	5	1	4	1	0	0	0	NaN	0	1	1	1	1	0	0	1	1	4	7	1	1	0	1	48188	1232.9552	NaN	2204.6226	2344.3753	133	3.403	71	1.8166	63	313	8.0085	65296	39999	1023.4286	NaN	64358	-0.026222	NaN	NaN	245	182	16	NaN	15699	18170	331	14574	18523	319	1125	-353	12	24569	28152	512	22894	29430	521	1675	-1278	-9
1971	6625-8519	LPL	Summer	0	2020/7/24 13:31	3	10.14	Red	LGD Gaming	Aphelios	Karma	Ornn	Renekton	Bard	2345	1	14	5	40	1	1	0	0	0	0.3582	1	5	1	4	1	0	0	3	1	NaN	1	0	0	1	1	1	1	0	0	7	4	0	0	1	0	54146	1385.3987	NaN	2203.7783	2320.4009	137	3.5053	82	2.0981	48	367	9.3902	71573	46276	1184.0341	NaN	66068	0.026222	NaN	NaN	294	207	6	NaN	14574	18523	319	15699	18170	331	-1125	353	-12	22894	29430	521	24569	28152	512	-1675	1278	9
1972	ESPORTSTMNT01/1434787	LCK	Summer	0	2020/7/25 7:35	1	10.14	Blue	Hanwha Life Esports	Twisted Fate	Kalista	Azir	Kai'Sa	Mordekaiser	1801	1	7	4	22	1	1	0	0	1	0.2332	0	3	1	3	1	2	0	1	0	NaN	0	0	0	0	2	0	0	1	0	6	8	0	0	1	0	53276	1774.8806	NaN	2950.0944	2732.3154	143	4.764	53	1.7657	51	269	8.9617	50915	31167	1038.3232	NaN	44352	-0.161423	NaN	859	168	123	16	34.2143	14673	18260	323	14851	17901	342	-178	359	-19	22353	29403	529	23625	28925	561	-1272	478	-32
1973	ESPORTSTMNT01/1434787	LCK	Summer	0	2020/7/25 7:35	1	10.14	Red	T1	Karma	Volibear	Aphelios	Wukong	Camille	1801	0	4	7	12	0	0	0	0	0	0.1333	1	1	3	1	3	0	0	0	1	NaN	0	0	1	2	0	1	1	0	1	8	6	1	1	0	1	60363	2010.9828	NaN	2544.4531	2349.8279	102	3.3981	64	2.1321	45	237	7.8956	52767	33019	1100.0222	NaN	52140	0.161423	NaN	870	189	102	22	35.2804	14851	17901	342	14673	18260	323	178	-359	19	23625	28925	561	22353	29403	529	1272	-478	32
1974	ESPORTSTMNT01/1434797	LCK	Summer	0	2020/7/25 8:45	2	10.14	Blue	T1	Galio	Bard	Nidalee	Wukong	Olaf	1523	1	13	4	22	1	0	0	0	1	0.5121	1	2	2	2	2	1	0	0	1	NaN	0	0	0	0	2	0	0	0	0	7	3	0	0	1	0	40104	1579.9343	NaN	2305.4104	2119.7374	90	3.5456	45	1.7728	27	221	8.7065	46694	29781	1173.2502	NaN	40058	0.026765	NaN	702	174	105	26	34.5108	15366	18392	351	14802	18217	332	564	175	19	24939	29968	548	25185	29430	530	-246	538	18
1975	ESPORTSTMNT01/1434797	LCK	Summer	0	2020/7/25 8:45	2	10.14	Red	Hanwha Life Esports	Twisted Fate	Kalista	Azir	Leona	Braum	1523	0	4	13	13	1	0	0	0	0	0.1576	0	2	2	2	2	1	0	1	0	NaN	0	0	1	2	0	0	0	0	1	3	7	1	1	0	1	32095	1264.4123	NaN	2336.2574	2140.696	95	3.7426	35	1.3789	48	171	6.7367	39879	22966	904.7669	NaN	39000	-0.026765	NaN	661	141	96	5	31.5955	14802	18217	332	15366	18392	351	-564	-175	-19	25185	29430	530	24939	29968	548	246	-538	-18
1976	6626-8527	LPL	Summer	0	2020/7/25 9:18	1	10.14	Blue	Vici Gaming	Lee Sin	Twisted Fate	Syndra	Bard	Gangplank	1690	1	16	1	33	1	0	0	0	1	0.568	0	3	1	3	1	2	0	0	1	NaN	0	0	1	2	0	NaN	0	0	1	9	1	1	1	1	0	49182	1746.1065	NaN	2327.574	2086.8994	91	3.2308	48	1.7041	40	232	8.2367	52952	34336	1219.0296	NaN	44825	0.127054	NaN	NaN	203	96	44	NaN	14628	18972	323	15006	18721	350	-378	251	-27	24837	31082	494	22113	27730	510	2724	3352	-16
1977	6626-8527	LPL	Summer	0	2020/7/25 9:18	1	10.14	Red	Oh My God	Nidalee	Graves	Volibear	Kennen	Kindred	1690	0	1	16	1	0	0	0	0	0	0.0355	1	1	3	1	3	0	1	0	0	NaN	0	0	0	0	2	NaN	0	0	0	1	9	0	0	0	1	40824	1449.3728	NaN	2508.8521	2354.4142	81	2.8757	35	1.2426	35	159	5.645	39877	21261	754.8284	NaN	39470	-0.127054	NaN	NaN	132	89	12	NaN	15006	18721	350	14628	18972	323	378	-251	27	22113	27730	510	24837	31082	494	-2724	-3352	16
1978	ESPORTSTMNT01/1434800	LCK	Summer	0	2020/7/25 9:25	3	10.14	Blue	Hanwha Life Esports	Twisted Fate	Kalista	Azir	Zoe	Renekton	1587	0	7	17	11	0	0	0	0	1	0.2647	0	0	4	0	4	0	0	0	0	NaN	0	0	1	2	0	0	0	1	1	2	8	0	0	0	1	41779	1579.5463	NaN	2847.5236	2200.8318	101	3.8185	29	1.0964	47	182	6.8809	42559	24994	944.9527	NaN	42165	-0.125813	NaN	680	148	94	16	31.3043	15493	19271	331	15758	19761	356	-265	-490	-25	24713	29685	496	26480	33203	564	-1767	-3518	-68
1979	ESPORTSTMNT01/1434800	LCK	Summer	0	2020/7/25 9:25	3	10.14	Red	T1	Galio	Volibear	Karma	Nidalee	Wukong	1587	1	17	7	36	2	0	0	0	0	0.6427	1	4	0	4	0	1	0	1	2	NaN	0	0	0	0	2	1	1	0	0	8	2	1	1	1	0	55746	2107.5992	NaN	2691.0019	2240.6805	95	3.5917	43	1.6257	30	204	7.7127	53612	36047	1362.8355	NaN	47826	0.125813	NaN	749	224	125	38	36.7864	15758	19761	356	15493	19271	331	265	490	25	26480	33203	564	24713	29685	496	1767	3518	68
1980	6626-8528	LPL	Summer	0	2020/7/25 10:12	2	10.14	Blue	Oh My God	Sett	LeBlanc	Graves	Nautilus	Thresh	1649	1	22	5	57	1	0	0	0	1	0.8005	1	4	0	4	0	1	1	2	0	NaN	0	0	0	1	1	NaN	0	0	0	8	1	1	1	1	0	72040	2621.225	NaN	2609.9818	2544.8878	102	3.7113	33	1.2007	35	207	7.5318	52640	34442	1253.1959	NaN	43075	0.039536	NaN	NaN	181	104	27	NaN	16290	18057	301	15162	16754	295	1128	1303	6	25439	29923	509	23390	26220	477	2049	3703	32
1981	6626-8528	LPL	Summer	0	2020/7/25 10:12	2	10.14	Red	Vici Gaming	Twisted Fate	Lee Sin	Aphelios	Syndra	Gangplank	1649	0	5	22	7	0	0	0	0	0	0.1819	0	0	4	0	4	0	0	0	0	NaN	0	0	1	1	1	NaN	0	0	1	1	8	0	0	0	1	41257	1501.1643	NaN	3463.4809	2305.6155	91	3.3111	38	1.3827	40	195	7.0952	42917	24719	899.4178	NaN	41405	-0.039536	NaN	NaN	157	113	8	NaN	15162	16754	295	16290	18057	301	-1128	-1303	-6	23390	26220	477	25439	29923	509	-2049	-3703	-32
1982	ESPORTSTMNT01/1434821	LCK	Summer	0	2020/7/25 10:32	1	10.14	Blue	DRX	Kalista	Pantheon	Azir	Olaf	Mordekaiser	2189	1	17	14	41	3	0	0	0	1	0.466	0	2	3	2	3	2	0	0	0	NaN	0	0	0	1	1	0	0	1	1	9	4	0	1	1	1	90169	2471.5121	NaN	3147.9306	3498.2549	138	3.7825	61	1.672	45	307	8.4148	67428	43722	1198.4102	NaN	63476	0.067942	NaN	962	260	175	30	33.4947	15661	18418	325	15508	18573	347	153	-155	-22	24348	30788	546	24257	30347	561	91	441	-15
1983	ESPORTSTMNT01/1434821	LCK	Summer	0	2020/7/25 10:32	1	10.14	Red	Gen.G	Twisted Fate	Karma	Sett	LeBlanc	Orianna	2189	0	14	17	38	3	0	0	0	0	0.3837	1	3	2	3	2	1	1	1	0	NaN	0	0	1	1	1	1	1	0	0	4	9	1	0	1	1	75420	2067.2453	NaN	3251.4573	3802.0375	141	3.8648	55	1.5075	56	300	8.2229	62020	38314	1050.1782	NaN	59305	-0.067942	NaN	903	230	154	11	31.0553	15508	18573	347	15661	18418	325	-153	155	22	24257	30347	561	24348	30788	546	-91	-441	15
1984	6626-8529	LPL	Summer	0	2020/7/25 10:59	3	10.14	Blue	Vici Gaming	Lee Sin	Bard	Twisted Fate	Syndra	Azir	2197	1	10	3	24	0	0	0	0	0	0.2731	0	4	2	4	2	0	0	0	4	NaN	0	0	1	1	1	NaN	0	0	1	7	3	0	1	1	0	61516	1680	NaN	2285.107	2370.9149	131	3.5776	52	1.4201	53	293	8.0018	62827	39040	1066.1812	NaN	58205	0.027607	NaN	NaN	263	183	13	NaN	15103	18542	341	16292	19296	362	-1189	-754	-21	23675	30560	562	24674	30691	586	-999	-131	-24
1985	6626-8529	LPL	Summer	0	2020/7/25 10:59	3	10.14	Red	Oh My God	Sett	LeBlanc	Graves	Akali	Kennen	2197	0	3	10	7	0	0	0	0	1	0.0819	1	2	4	2	4	0	1	1	0	NaN	0	0	0	1	1	NaN	0	0	0	3	7	1	0	0	1	53449	1459.6905	NaN	2292.6445	2035.9581	117	3.1953	60	1.6386	50	279	7.6195	57284	33497	914.802	NaN	56620	-0.027607	NaN	NaN	226	176	0	NaN	16292	19296	362	15103	18542	341	1189	754	21	24674	30691	586	23675	30560	562	999	131	24
1986	ESPORTSTMNT01/1434854	LCK	Summer	0	2020/7/25 11:58	2	10.14	Blue	Gen.G	Bard	Yuumi	Galio	Rakan	Lee Sin	1962	1	13	11	38	1	0	0	0	0	0.3976	0	3	2	3	2	2	1	0	0	NaN	0	0	1	1	1	0	0	1	1	9	3	0	1	2	0	70189	2146.4526	NaN	2952.2324	2519.3884	129	3.945	66	2.0183	56	261	7.9817	60327	38937	1190.7339	NaN	55233	0.057516	NaN	873	247	148	29	34.2508	15631	18054	328	15755	17901	314	-124	153	14	24554	27195	481	24458	27696	487	96	-501	-6
1987	ESPORTSTMNT01/1434854	LCK	Summer	0	2020/7/25 11:58	2	10.14	Red	DRX	Kalista	Volibear	Ezreal	Olaf	Rek'Sai	1962	0	11	13	24	1	0	0	0	1	0.3364	1	2	3	2	3	1	0	0	1	NaN	0	0	0	1	1	1	1	0	0	3	9	1	0	0	2	59856	1830.4587	NaN	3137.0031	3411.3761	126	3.8532	63	1.9266	49	253	7.737	56056	34666	1060.1223	NaN	52145	-0.057516	NaN	827	195	133	21	31.2538	15755	17901	314	15631	18054	328	124	-153	-14	24458	27696	487	24554	27195	481	-96	501	6
1988	6627-8535	LPL	Summer	0	2020/7/25 12:07	1	10.14	Blue	EDward Gaming	Galio	Karma	Aphelios	Jarvan IV	Olaf	1729	1	15	7	34	2	1	0	0	1	0.5205	0	1	3	1	3	1	0	0	0	NaN	0	0	1	2	0	1	1	0	1	9	3	0	0	1	0	44711	1551.5674	NaN	2302.2094	2376.5761	105	3.6437	51	1.7698	40	214	7.4263	56269	37255	1292.8282	NaN	50643	0.165897	NaN	NaN	208	114	39	NaN	16252	18121	322	15767	18204	311	485	-83	11	25784	28818	508	24294	28938	499	1490	-120	9
1989	6627-8535	LPL	Summer	0	2020/7/25 12:07	1	10.14	Red	FunPlus Phoenix	Zoe	Volibear	Ezreal	Thresh	Renekton	1729	0	6	15	18	0	0	0	0	0	0.2082	1	3	1	3	1	1	1	1	0	NaN	0	0	0	0	2	0	0	1	0	3	9	1	1	0	1	36247	1257.8485	NaN	2389.7629	1975.9051	103	3.5743	46	1.5963	42	227	7.8774	45004	25990	901.9086	NaN	42885	-0.165897	NaN	NaN	157	107	9	NaN	15767	18204	311	16252	18121	322	-485	83	-11	24294	28938	499	25784	28818	508	-1490	120	-9
1990	6627-8536	LPL	Summer	0	2020/7/25 12:55	2	10.14	Blue	FunPlus Phoenix	Zoe	Ornn	Volibear	Thresh	Bard	1989	1	13	6	43	2	0	0	0	0	0.3922	1	4	2	4	2	3	0	1	0	NaN	0	0	1	2	0	1	1	0	0	9	2	1	1	3	0	62152	1874.8718	NaN	2284.5249	1856.2594	123	3.7104	46	1.3876	50	253	7.632	62167	40501	1221.7496	NaN	57483	0.101601	NaN	NaN	236	160	0	NaN	15487	18535	337	15576	18514	319	-89	21	18	25001	29965	546	23818	29784	526	1183	181	20
1991	6627-8536	LPL	Summer	0	2020/7/25 12:55	2	10.14	Red	EDward Gaming	Galio	Karma	Aphelios	Nautilus	Camille	1989	0	6	13	14	0	0	0	0	1	0.181	0	2	4	2	4	1	1	0	0	NaN	0	0	0	0	2	0	0	1	1	2	9	0	0	0	3	52449	1582.1719	NaN	2735.5053	2732.9713	103	3.1071	51	1.5385	49	246	7.4208	53632	31966	964.2836	NaN	51925	-0.101601	NaN	NaN	208	170	0	NaN	15576	18514	319	15487	18535	337	89	-21	-18	23818	29784	526	25001	29965	546	-1183	-181	-20
1992	ESPORTSTMNT01/1434878	LCK	Summer	0	2020/7/25 12:55	3	10.14	Blue	DRX	Kalista	Pantheon	Karma	Tahm Kench	Morgana	2319	1	11	5	34	1	0	0	0	1	0.2846	0	3	3	3	3	0	0	3	0	NaN	0	0	0	1	1	1	1	0	0	10	4	1	1	2	0	49468	1279.8965	NaN	1844.2691	2095.4722	150	3.881	75	1.9405	56	337	8.7193	73446	48414	1252.6261	NaN	65775	0.04321	NaN	1099	273	189	21	35.4981	15362	17054	306	15145	17107	305	217	-53	1	24415	28059	518	23909	27298	490	506	761	28
1993	ESPORTSTMNT01/1434878	LCK	Summer	0	2020/7/25 12:55	3	10.14	Red	Gen.G	Bard	Volibear	Sett	Mordekaiser	Wukong	2319	0	5	11	9	0	0	0	0	0	0.1294	1	3	3	3	3	1	0	1	1	NaN	0	0	1	1	1	0	0	1	1	4	10	0	0	0	2	37161	961.4748	NaN	2275.2393	1910.6856	151	3.9069	71	1.837	68	334	8.6417	65432	40400	1045.2781	NaN	62993	-0.04321	NaN	1106	247	165	24	35.0065	15145	17107	305	15362	17054	306	-217	53	-1	23909	27298	490	24415	28059	518	-506	-761	-28
1994	6627-8537	LPL	Summer	0	2020/7/25 13:47	3	10.14	Blue	EDward Gaming	Galio	Aphelios	Graves	Olaf	Bard	1740	0	7	8	17	1	0	0	0	0	0.2414	0	1	4	1	4	0	0	1	0	NaN	0	0	0	0	2	0	0	1	0	7	8	0	0	0	1	39137	1349.5517	NaN	2154.5172	1629.1379	112	3.8621	47	1.6207	34	236	8.1379	52934	33808	1165.7931	NaN	49293	0.041266	NaN	NaN	225	134	41	NaN	16152	17645	319	15558	17866	310	594	-221	9	26822	28577	505	26527	27867	512	295	710	-7
1995	6627-8537	LPL	Summer	0	2020/7/25 13:47	3	10.14	Red	FunPlus Phoenix	Volibear	Lee Sin	Varus	Kalista	Ezreal	1740	1	8	7	26	0	0	0	0	1	0.2759	1	4	1	4	1	1	0	2	1	NaN	0	0	1	2	0	1	1	0	1	8	7	1	1	1	0	35153	1212.1724	NaN	2333.069	1787.9655	98	3.3793	54	1.8621	42	217	7.4828	51171	32045	1105	NaN	47300	-0.041266	NaN	NaN	172	92	16	NaN	15558	17866	310	16152	17645	319	-594	221	-9	26527	27867	512	26822	28577	505	-295	-710	7
1996	ESPORTSTMNT01/1435111	LCK	Summer	0	2020/7/26 5:54	1	10.14	Blue	SANDBOX Gaming	Sett	Aphelios	Volibear	Renekton	Zoe	1598	1	18	5	43	3	1	0	0	0	0.6758	0	3	1	3	1	0	0	2	1	NaN	0	0	1	2	0	0	0	0	1	8	0	1	1	1	0	64691	2428.9487	NaN	2486.2078	2111.5269	115	4.3179	52	1.9524	37	274	10.2879	51371	33693	1265.0688	NaN	45835	0.1605	NaN	745	191	90	43	35.1439	15518	17801	330	14397	17322	296	1121	479	34	26476	30881	541	21651	27742	484	4825	3139	57
1997	ESPORTSTMNT01/1435111	LCK	Summer	0	2020/7/26 5:54	1	10.14	Red	SeolHaeOne Prince	Senna	Karma	Twisted Fate	Kennen	Camille	1598	0	5	18	13	0	0	0	0	1	0.1877	1	1	3	1	3	1	0	0	0	NaN	0	0	0	0	2	0	0	0	0	0	8	0	0	0	1	40037	1503.2666	NaN	3098.4105	2518.6859	76	2.8536	43	1.6145	35	135	5.0688	39559	21881	821.5645	NaN	39025	-0.1605	NaN	696	130	98	8	31.0138	14397	17322	296	15518	17801	330	-1121	-479	-34	21651	27742	484	26476	30881	541	-4825	-3139	-57
1998	ESPORTSTMNT01/1435174	LCK	Summer	0	2020/7/26 8:34	2	10.14	Blue	SeolHaeOne Prince	Senna	Kalista	Ashe	Tahm Kench	Bard	2729	0	16	21	43	1	0	0	0	0	0.3518	0	4	3	4	3	0	1	3	0	NaN	0	0	0	1	1	0	0	1	1	6	9	1	1	0	1	110843	2437.0026	NaN	3324.0748	3926.9989	204	4.4852	90	1.9787	62	401	8.8164	76784	47570	1045.8776	NaN	77610	-0.009426	NaN	1085	328	223	35	31.0663	15741	16558	256	15002	15970	280	739	588	-24	24965	27997	432	23497	26395	463	1468	1602	-31
1999	ESPORTSTMNT01/1435174	LCK	Summer	0	2020/7/26 8:34	2	10.14	Red	SANDBOX Gaming	Karma	Twisted Fate	Aphelios	Sett	Pantheon	2729	1	21	16	57	3	1	0	0	1	0.4617	1	3	4	3	4	1	0	2	0	NaN	0	0	1	1	1	1	1	0	0	9	6	0	0	1	0	113239	2489.6812	NaN	3390.9124	3315.0824	180	3.9575	122	2.6823	84	409	8.9923	83400	54186	1191.3375	NaN	78345	0.009426	NaN	1211	276	192	16	32.6933	15002	15970	280	15741	16558	256	-739	-588	24	23497	26395	463	24965	27997	432	-1468	-1602	31
2000	6628-8540	LPL	Summer	0	2020/7/26 9:18	1	10.14	Blue	Bilibili Gaming	Bard	Nidalee	Ezreal	Lee Sin	Rek'Sai	1947	0	4	22	11	0	0	0	0	0	0.1233	1	1	4	1	4	0	0	0	1	NaN	0	0	0	0	2	0	0	1	0	0	11	0	0	0	3	66331	2044.0986	NaN	3130.4777	3009.5223	98	3.02	41	1.2635	38	239	7.3652	47987	26750	824.3451	NaN	46085	-0.235305	NaN	NaN	176	149	0	NaN	14854	17006	326	16259	18440	334	-1405	-1434	-8	23582	27147	510	24278	28555	509	-696	-1408	1
2001	6628-8540	LPL	Summer	0	2020/7/26 9:18	1	10.14	Red	JD Gaming	Zoe	Twisted Fate	Aphelios	Thresh	Camille	1947	1	22	4	47	4	0	0	0	1	0.678	0	4	1	4	1	1	3	0	0	NaN	0	0	1	2	0	1	1	0	1	11	0	1	1	3	0	78682	2424.7149	NaN	2997.8737	3590.3852	89	2.7427	51	1.5716	37	245	7.5501	62441	41204	1269.7689	NaN	58375	0.235305	NaN	NaN	239	144	23	NaN	16259	18440	334	14854	17006	326	1405	1434	8	24278	28555	509	23582	27147	510	696	1408	-1
2002	ESPORTSTMNT01/1435199	LCK	Summer	0	2020/7/26 9:44	1	10.14	Blue	Team Dynamics	Twisted Fate	Ezreal	Karma	Jayce	Camille	1779	1	12	4	25	2	0	0	0	1	0.4047	0	3	1	3	1	1	0	2	0	NaN	0	0	1	2	0	1	1	0	1	7	3	1	1	1	0	50371	1698.8533	NaN	2128.7015	1388.0607	118	3.9798	77	2.597	36	297	10.0169	55864	36340	1225.6324	NaN	48795	0.078484	NaN	869	208	143	13	36.3238	15451	18724	338	15080	18247	332	371	477	6	25363	28011	512	22674	28283	522	2689	-272	-10
2003	ESPORTSTMNT01/1435199	LCK	Summer	0	2020/7/26 9:44	1	10.14	Red	KT Rolster	Senna	Bard	Volibear	Lucian	Aatrox	1779	0	4	12	12	0	0	0	0	0	0.1349	1	1	3	1	3	0	0	0	1	NaN	0	0	0	0	2	0	0	1	0	3	7	0	0	0	1	37811	1275.2445	NaN	2597.1669	1812.7825	125	4.2159	57	1.9224	48	218	7.3524	47447	27923	941.7538	NaN	45110	-0.078484	NaN	854	181	143	4	34.9073	15080	18247	332	15451	18724	338	-371	-477	-6	22674	28283	522	25363	28011	512	-2689	272	10
2004	6628-8545	LPL	Summer	0	2020/7/26 10:13	2	10.14	Blue	Bilibili Gaming	Bard	Nidalee	LeBlanc	Leona	Thresh	2435	0	18	18	51	2	1	0	0	0	0.4435	0	4	2	4	2	3	1	0	0	NaN	0	0	1	2	0	1	1	1	1	7	9	1	1	0	2	86757	2137.7495	NaN	3538.078	4654.8172	125	3.0801	56	1.3799	48	332	8.1807	72108	45893	1130.8337	NaN	74395	0.033998	NaN	NaN	255	161	21	NaN	14946	18369	321	15164	19078	356	-218	-709	-35	25021	30260	534	24700	30917	575	321	-657	-41
